"JARAS_NEV","MEGYE_NEV","EV","LAKAS","SZJA","MUNKA","BERUHAZAS","CSOK","X","Y","CSOKTREND","MEGYE_SZH","BALATON","BUNOZES","SERTETT","PEDAGOGUS","ORVOS","GYORVOS","ATLAGAR","HO_SZAM","HGYO_SZAM","HO_APOLO_SZAM","HO_SZOLG_SZAM","HGYO_SZOLG_SZAM","FHO_SZOLG_SZAM","FGYHO_SZOLG_SZAM","HO_HELY_SZOLG_SZAM","HGYO_HELY_SZOLG_SZAM","HO_TMED_SZAM","HGYO_TMED_SZAMA","HO_FORG_OSSZ","HGYO_FORG_OSSZ","HGYO_FORG_RB","HGYO_FORG_RK","HO_FORG_RB","HO_FORG_RK","VEDONO"
"Hajdúnánási","Hajdú-Bihar",2017,3.45375423,1003.32974983,64.6,507,89,21.2681042483627,47.8486546123464,"magas",0,0,1454.03053119,994.68121848,10.0861244,12536,9006.8,6.22070659,5.18887505188875,1.72962501729625,6.918500069185,5.18887505188875,1.72962501729625,4.151100041511,1.03777501037775,NA,NA,NA,NA,65047.7376504774,15578.3866057839,15147.7099764771,430.676629306766,63889.9266638993,1157.81098657811,5.18887505188875
"Hajdúnánási","Hajdú-Bihar",2018,3.46933111,1132.81463514,66.2,771,71,21.2681042483627,47.8486546123464,"alacsony",0,0,1176.10324729,787.53816264,9.66509434,12277.33333333,8519.4,6.48972767,5.21920668058455,1.73973556019485,6.61099512874043,5.21920668058455,1.73973556019485,4.17536534446764,1.04384133611691,NA,NA,NA,NA,64077.9401530967,14821.503131524,14290.8837856646,530.619345859429,62870.9116214335,1207.02853166319,5.21920668058455
"Hajdúnánási","Hajdú-Bihar",2019,7.34047573,1299.08125788,66.5,809,62,21.2681042483627,47.8486546123464,"nincs",0,0,1345.75388434,723.56117937,9.87939698,12250.86666667,8313.8,7.89862411,5.26740878603785,1.75580292867928,6.32089054324543,5.26740878603785,1.75580292867928,4.21392702883028,1.05348175720757,NA,NA,NA,NA,64530.3227165783,14597.3943884538,14120.1671524388,477.22723601503,63470.5200688275,1059.80264775082,5.26740878603785
"Hajdúnánási","Hajdú-Bihar",2020,6.68766829,1371.3749616,69.1,817,66,21.2681042483627,47.8486546123464,"nincs",0,0,1253.05784833,816.59949666,10.22513089,12076.48275862,6356.6,9.2156481,4.93931696302568,1.76404177250917,5.99774202653119,5.29212531752752,1.76404177250917,4.23370025402201,1.0584250635055,0.352808354501835,NA,NA,NA,61779.9181484618,11213.3079311318,10782.1761219306,431.131809201242,61139.9237933954,639.994355066328,5.29212531752752
"Hajdúnánási","Hajdú-Bihar",2021,4.24103198,1498.72946478,70.4,868,59,21.2681042483627,47.8486546123464,"nincs",0,0,1095.59992932,887.08252341,9.81538462,9628.96551724,4713,11.20795428,5.31048644055795,1.77016214685265,6.01855129929902,5.31048644055795,1.77016214685265,4.24838915244636,1.06209728811159,NA,NA,23543.1565531403,9654.11031650499,72973.1643418537,17996.8845146215,7939.53126106351,403.242937053034,48810.8050697444,619.202718969058,5.31048644055795
"Hajdúszoboszlói","Hajdú-Bihar",2012,62.22314747,725.95105216,51.5,293,0,21.2979715091083,47.4617739396027,"nincs",0,0,5368.77045673,1901.39134659,11.42955326,NA,NA,8.07667717,4.63231036479444,1.38969310943833,4.63231036479444,4.63231036479444,1.38969310943833,3.01100173711639,1.62130862767805,NA,NA,NA,NA,57542.0961204401,12250.3763752171,11723.2194557035,527.156919513607,55447.8286045165,2094.26751592357,4.63231036479444
"Hajdúszoboszlói","Hajdú-Bihar",2013,9.2852666,769.05205675,53.2,333,0,21.2979715091083,47.4617739396027,"nincs",0,0,3277.69911094,2024.1881195,10.40506329,NA,NA,8.59076917,4.42035223227788,1.39590070492986,4.65300234976619,4.65300234976619,1.39590070492986,3.02445152734802,1.62855082241817,0.232650117488309,NA,NA,NA,58709.7224484098,11494.7770048624,11058.0927343368,436.684270525557,56283.1817230068,2426.54072540307,4.8856524672545
"Hajdúszoboszlói","Hajdú-Bihar",2014,12.37623762,824.43638961,56.5,449,0,21.2979715091083,47.4617739396027,"nincs",0,0,2164.67401457,1412.75920045,9.94512195,NA,NA,8.77543322,4.68768311262159,1.40630493378648,5.39083557951483,4.68768311262159,1.40630493378648,3.04699402320403,1.64068908941756,NA,NA,NA,NA,59587.015117778,11862.4165006446,11388.2573538029,474.159146841674,57341.8492909879,2245.16582679011,4.68768311262159
"Hajdúszoboszlói","Hajdú-Bihar",2015,19.69981238,891.08526418,58.4,436,0,21.2979715091083,47.4617739396027,"nincs",0,0,1986.39774859,1325.04690432,9.61976048,12922.6,8413.33333333,8.75092857,4.69318315147249,1.40795494544175,4.92784230904611,4.69318315147249,1.40795494544175,3.05056904845712,1.64261410301537,NA,NA,NA,NA,60648.1285932183,11845.5942743166,11452.0708670656,393.523407250968,58706.7933826118,1941.33521060659,4.69318315147249
"Hajdúszoboszlói","Hajdú-Bihar",2016,11.01192568,963.43542826,62.5,296,90,21.2979715091083,47.4617739396027,"magas",0,0,1459.66589349,948.89997891,9.45722714,12911.9,7836,9.91827912,4.67869090228554,1.40360727068566,4.91262544739982,4.67869090228554,1.40360727068566,3.0411490864856,1.63754181579994,NA,NA,NA,NA,60410.7890612207,10998.6665730928,10730.1097153017,268.55685779119,58587.9710856902,1822.81797553045,4.91262544739982
"Hajdúszoboszlói","Hajdú-Bihar",2017,16.86676428,1086.10754964,64.6,507,89,21.2979715091083,47.4617739396027,"magas",0,0,2403.51390922,773.06002928,9.23235294,12858.15384615,7616,10.44911048,4.45716430515154,1.40752557004786,4.9263394951675,4.69175190015952,1.40752557004786,3.04963873510369,1.64211316505583,0.234587595007976,NA,NA,NA,58819.0860467298,10719.7147414845,10451.5811203904,268.133621094117,57303.8847705733,1515.20127615652,4.9263394951675
"Hajdúszoboszlói","Hajdú-Bihar",2018,9.136271,1223.61586663,66.2,771,71,21.2979715091083,47.4617739396027,"alacsony",0,0,1040.12931337,667.65057277,9.49390244,12796.61538462,7874.33333333,12.59565172,4.67880035558883,1.40364010667665,7.01820053338324,4.67880035558883,1.40364010667665,3.04122023113274,1.63758012445609,NA,NA,NA,NA,58375.9883965751,11052.7300800075,10734.5716558274,318.15842418004,56968.8391896318,1407.14920694334,4.91274037336827
"Hajdúszoboszlói","Hajdú-Bihar",2019,15.65146294,1390.62516236,66.5,809,62,21.2979715091083,47.4617739396027,"nincs",0,0,946.09589441,654.09098873,9.42553191,12565.05,8205.27272727,15.54592673,4.66537591266416,1.16634397816604,5.13191350393058,4.66537591266416,1.39961277379925,3.03249434323171,1.63288156943246,NA,0.233268795633208,NA,NA,58620.6816114208,10527.1874781311,10213.2076792088,313.979798922298,57381.7910378129,1238.89057360797,4.66537591266416
"Hajdúszoboszlói","Hajdú-Bihar",2020,31.47366703,1460.95464087,69.1,817,66,21.2979715091083,47.4617739396027,"nincs",0,0,680.76376099,484.92761057,9.43865031,12572.15,6747.09090909,18.22159193,4.6601579793555,1.39804739380665,5.12617377729105,4.6601579793555,1.39804739380665,3.02910268658108,1.63105529277443,NA,NA,NA,NA,58588.2051401543,8646.69012279516,8551.15688421838,95.5332385767878,57976.7924132628,611.412726891442,4.89316587832327
"Hajdúszoboszlói","Hajdú-Bihar",2021,18.87891854,1612.08878131,70.4,868,59,21.2979715091083,47.4617739396027,"nincs",0,0,661.92751428,438.17736861,9.29909366,12235.95,4497.33333333,20.66656061,4.66276548620987,1.39882964586296,5.12904203483086,4.66276548620987,1.39882964586296,3.03079756603642,1.63196792017345,NA,NA,8034.41120928823,3751.19483365584,65087.7765602779,10042.1980276502,6204.27575595085,86.7274380435036,56719.0450656284,334.320285361248,4.89590376052036
"Hatvani","Heves",2012,5.12042481,837.27783651,52.5,290,0,19.7231349936343,47.6981337499737,"nincs",0,0,3663.94841646,1756.11606296,12.12195122,NA,NA,5.89832352,4.95502363165117,1.33404482390608,6.28906845555725,4.95502363165117,1.33404482390608,3.23982314377192,1.71520048787925,NA,NA,NA,NA,70218.4021954566,12039.9451135844,11041.8890074707,998.056106113737,65717.9066930935,4500.49550236316,5.52675712761092
"Hatvani","Heves",2013,1.91426028,876.54292703,54.3,335,0,19.7231349936343,47.6981337499737,"nincs",0,0,2408.13943472,1630.94976024,11.81656805,NA,NA,5.95735769,4.61476339723499,1.15369084930875,6.15301786297998,4.99932701367124,1.34597265752687,3.26879073970812,1.73053627396312,0.384563616436249,0.192281808218124,NA,NA,70196.8965716154,12160.8629607553,10758.9362970369,1401.92666371835,66043.6095141039,4153.28705751149,5.38389063010749
"Hatvani","Heves",2014,5.40483153,967.02582115,58,538,0,19.7231349936343,47.6981337499737,"nincs",0,0,2565.36468136,1221.87798593,11.54913295,NA,NA,5.87874131,4.8445856910317,1.35648399348888,6.20106968452058,5.03836911867297,1.35648399348888,3.29431826990156,1.74405084877141,0.193783427641268,NA,NA,NA,66622.161072785,11770.5991783583,11060.7704829083,709.828695449965,64076.815750717,2545.34532206806,5.23215254631424
"Hatvani","Heves",2015,3.11338561,1035.71598778,60.7,749,0,19.7231349936343,47.6981337499737,"nincs",0,0,1838.84337725,1270.65050301,10.88950276,13686.8,8733,6.35828913,4.88491148540388,1.36777521591309,6.44808316073313,5.08030794482004,1.36777521591309,3.32173981007464,1.7585681347454,0.195396459416155,NA,NA,NA,66858.8065184259,11944.780960569,11283.1685489859,661.612411583102,64596.1155183868,2262.69100003908,4.88491148540388
"Hatvani","Heves",2016,2.34810684,1140.29421953,64.4,638,82,19.7231349936343,47.6981337499737,"alacsony",0,0,1649.5450543,1084.04265727,10.16010499,13635.42857143,8957.14285714,6.72575012,4.70293149396457,1.37168835240633,5.87866436745571,4.89888697287976,1.37168835240633,3.13528766264305,1.76359931023671,0.19595547891519,NA,NA,NA,65462.4549302399,12286.4085279824,11624.6668756858,661.741652296598,63654.3737262894,1808.08120395046,4.70293149396457
"Hatvani","Heves",2017,4.51294529,1306.20814852,64.5,853,72,19.7231349936343,47.6981337499737,"alacsony",0,0,1587.3794504,1140.00922211,10.41621622,13746.5106383,8427.14285714,7.32944208,4.51893038882449,1.37532664007702,6.09073226319822,4.91188085741792,1.37532664007702,3.14360374874747,1.76827710867045,0.392950468593434,NA,NA,NA,63469.9491129143,11590.0740711633,10736.5856533784,853.488417784938,62234.7093148909,1235.23979802346,4.7154056231212
"Hatvani","Heves",2018,3.139317,1490.91407643,67.3,933,89,19.7231349936343,47.6981337499737,"magas",0,0,1422.50301669,975.15034385,10.34852547,13294.21276596,7762.71428571,8.32574586,4.70256289677874,1.3715808448938,6.07414374167255,4.89850301747786,1.3715808448938,3.13504193118583,1.76346108629203,0.195940120699114,NA,NA,NA,61214.4368680931,10647.1902186692,10094.6390782977,552.551140371502,60108.1589466259,1106.2779214672,4.50662277607963
"Hatvani","Heves",2019,9.03023165,1676.73338457,68.5,925,88,19.7231349936343,47.6981337499737,"magas",0,0,1113.07420495,753.82803298,10.04210526,13647.82978723,7375.71428571,9.22199483,4.52364094091732,1.37676028636614,6.68712139092125,4.91700102273621,1.37676028636614,3.14688065455118,1.77012036818504,0.393360081818897,NA,NA,NA,63080.009440642,10154.5905121548,9835.77216584061,318.818346314216,61948.7058453308,1131.30359531115,4.91700102273621
"Hatvani","Heves",2020,14.14454944,1807.59228735,69.1,695,80,19.7231349936343,47.6981337499737,"alacsony",0,0,1251.39972104,762.234053,9.76470588,13558.22222222,7414,10.44948681,4.31694203524195,1.17734782779326,6.08296377693183,4.90561594913857,1.3735724657588,3.13959420744869,1.76602174168989,0.588673913896629,0.196224637965543,NA,NA,59860.2880577685,9456.26152819748,9324.5947961226,131.666732074879,58888.5836505632,971.704407205369,4.90561594913857
"Hatvani","Heves",2021,4.32075731,2037.75201226,69.6,795,69,19.7231349936343,47.6981337499737,"alacsony",0,0,1150.89262918,744.34864584,9.9867374,13180.55813953,5802.90909091,14.60310356,4.12800754835666,0.982858940084919,6.29029721654348,4.9142947004246,1.37600251611889,3.14514860827174,1.76914609215285,0.786287152067935,0.393143576033968,10469.6100015726,5689.96697593961,66174.5164334015,11963.7521622897,6186.11416889448,87.6710174555748,55112.0459191697,592.860512659223,5.11086648844158
"Hegyháti","Baranya",2012,2.36118217,492.12711673,50.5,258,0,18.1211615830226,46.2831733300758,"nincs",0,0,3038.0543859,1983.39301877,10.24210526,NA,NA,4.11643704,7.10788185120834,1.57952930026852,7.8976465013426,7.8976465013426,1.57952930026852,3.9488232506713,3.9488232506713,0.78976465013426,NA,NA,NA,74292.3708734797,10781.0772389828,10123.2032854209,657.873953561839,72964.776496604,1327.59437687569,7.10788185120834
"Hegyháti","Baranya",2013,0,527.87739144,55.2,272,0,18.1211615830226,46.2831733300758,"nincs",0,0,2406.95873218,1771.45807682,9.78125,NA,NA,3.037956,7.19137035557331,1.59808230123851,7.99041150619257,7.99041150619257,1.59808230123851,3.99520575309628,3.99520575309628,0.799041150619257,NA,NA,NA,73465.4414702357,11687.5749101079,11172.9924091091,514.582500998801,72351.5781062725,1113.86336396324,7.19137035557331
"Hegyháti","Baranya",2014,0.80256822,577.6017382,58.2,336,0,18.1211615830226,46.2831733300758,"nincs",0,0,2367.57624398,1629.21348315,9.75531915,NA,NA,3.92729093,7.25513905683192,1.61225312374043,8.06126561870214,8.06126561870214,1.61225312374043,4.03063280935107,4.03063280935107,0.806126561870214,NA,NA,NA,68319.2261185006,11530.0282144297,10787.5856509472,742.442563482467,67821.8460298267,497.380088673922,7.25513905683192
"Hegyháti","Baranya",2015,0,633.80647905,61.3,338,0,18.1211615830226,46.2831733300758,"nincs",0,0,1903.67718842,1374.87796941,9.31632653,10610.11764706,6737,3.91823232,6.56868379998358,1.64217094999589,8.21085474997947,8.21085474997947,1.64217094999589,4.10542737498974,4.10542737498974,1.64217094999589,NA,NA,NA,74050.4146481649,11063.3056901223,10815.337876673,247.96781344938,73481.4024139913,569.012234173577,7.38976927498152
"Hegyháti","Baranya",2016,0.82740361,703.80615433,63.2,294,84,18.1211615830226,46.2831733300758,"alacsony",0,0,1712.72546748,1332.11980804,9.06185567,11191.25,7059,4.09512243,6.67055782539815,1.66763945634954,7.50437755357292,8.33819728174769,1.66763945634954,4.16909864087384,4.16909864087384,1.66763945634954,NA,NA,NA,74651.880263487,11771.8669223714,10869.6739764863,902.1929458851,73939.7982156258,712.082047861252,7.50437755357292
"Hegyháti","Baranya",2017,0,797.06619217,64.5,294,88,18.1211615830226,46.2831733300758,"magas",0,0,1361.68782046,949.81928217,8.66666667,11120.375,7743,4.30613547,6.77908651809169,1.69477162952292,14.4055588509448,8.47385814761461,1.69477162952292,4.2369290738073,4.2369290738073,1.69477162952292,NA,NA,NA,75385.9842386238,13122.616727396,11940.5135158037,1182.10321159224,74863.9945767308,521.98966189306,7.62647233285315
"Hegyháti","Baranya",2018,2.56213169,900.56037374,66.7,445,70,18.1211615830226,46.2831733300758,"alacsony",0,0,1281.06584678,802.80126398,8.36458333,10837.5,7573,4.74203185,6.88645949901007,1.72161487475252,8.60807437376259,8.60807437376259,1.72161487475252,4.30403718688129,4.30403718688129,1.72161487475252,NA,NA,NA,74632.0048205216,13037.7894465008,12145.1321339416,892.65731255918,74286.8210381338,345.18378238788,7.74726693638633
"Hegyháti","Baranya",2019,2.59156876,1015.13581043,66.3,494,72,18.1211615830226,46.2831733300758,"alacsony",0,0,1485.83275743,829.30200415,8.1122449,10940.5,6356,5.78779044,6.93541395752059,1.73385348938015,8.66926744690074,8.66926744690074,1.73385348938015,4.33463372345037,4.33463372345037,1.73385348938015,NA,NA,NA,75876.896402254,11020.3727785002,10400.5201560468,619.852622453403,75594.2782834851,282.618118768964,7.80234070221066
"Hegyháti","Baranya",2020,6.98934125,1052.62133009,64.5,541,73,18.1211615830226,46.2831733300758,"alacsony",0,0,1284.29145553,995.98112878,7.96907216,11257.6,4240.5,6.06617517,6.16359954213261,1.76102844060932,8.80514220304658,8.80514220304658,1.76102844060932,4.40257110152329,4.40257110152329,2.64154266091397,NA,NA,NA,74343.5766487629,7467.6411024038,7449.15030377741,18.4907986263978,74088.2275248745,255.349123888351,7.92462798274192
"Hegyháti","Baranya",2021,0.88456435,1148.13734467,67.4,717,69,18.1211615830226,46.2831733300758,"alacsony",0,0,1486.06811146,999.55771782,8.43333333,11808.57142857,3815,7.4354082,6.22056340531414,1.77730383008975,8.88651915044877,8.88651915044877,1.77730383008975,4.44325957522438,4.44325957522438,2.66595574513463,NA,7446.01439616102,4574.78005865103,80901.9816937706,11355.1941704434,6755.53185817115,24.8822536212566,73094.2859681863,361.681329423265,7.99786723540389
"Hevesi","Heves",2012,1.13340134,514.23769854,52.5,290,0,20.3353402256149,47.5836222130177,"nincs",0,0,4230.4204919,2907.17443047,10.39751553,NA,NA,2.34004515,4.55632759995444,0.854311424991457,5.69540949994305,5.9801799749402,0.854311424991457,1.99339332498007,3.98678664996013,1.42385237498576,NA,NA,NA,81811.1402209819,6072.44560883928,5800.48980521699,271.95580362228,79079.0522838592,2732.08793712268,5.41063902494589
"Hevesi","Heves",2013,1.43096318,549.23437325,54.3,335,0,20.3353402256149,47.5836222130177,"nincs",0,0,4985.47572371,3912.25333772,9.68731563,NA,NA,2.34553485,4.60206517674807,0.575258147093508,6.04021054448184,6.04021054448184,0.862887220640262,2.01340351482728,4.02680702965456,1.43814536773377,0.287629073546754,NA,NA,82030.9488883136,6998.59061753962,6891.88023125378,106.710386285846,79695.1131820404,2335.83570627319,5.17732332384157
"Hevesi","Heves",2014,0,613.69172278,58,538,0,20.3353402256149,47.5836222130177,"nincs",0,0,3969.52282188,3188.86920451,9.51612903,NA,NA,2.48496067,4.6160060008078,0.288500375050488,6.9240090012117,6.05850787606024,0.865501125151463,2.01950262535341,4.03900525070683,1.44250187525244,0.577000750100975,NA,NA,79843.3442963476,6073.79839593792,5973.11176504529,100.68663089262,78003.0004039005,1840.34389244706,4.90450637585829
"Hevesi","Heves",2015,1.44799525,661.09280533,60.7,749,0,20.3353402256149,47.5836222130177,"nincs",0,0,4005.15486309,3168.21360826,9.2795389,17648.72727273,13211,2.74602455,4.94200412802698,0.290706125178057,7.84906537980755,6.10482862873921,0.581412250356115,1.45353062589029,4.65129800284892,1.16282450071223,0.290706125178057,NA,NA,84654.7864763511,3840.51861972732,3769.58632518387,70.932294543446,82493.095729527,2161.69074682404,4.94200412802698
"Hevesi","Heves",2016,0.58288645,742.96815196,64.4,638,82,20.3353402256149,47.5836222130177,"alacsony",0,0,3159.24457916,2558.87153183,9.29768786,17334.85714286,13617,3.24289802,5.25931336742148,0.29218407596786,7.30460189919649,6.13586559532505,0.584368151935719,1.4609203798393,4.67494521548576,0.876552227903579,0.29218407596786,NA,NA,88636.9612856099,3978.67056245435,3920.52593133674,58.1446311176041,86557.1950328707,2079.76625273923,5.25931336742148
"Hevesi","Heves",2017,0,837.90672765,64.5,853,72,20.3353402256149,47.5836222130177,"alacsony",0,0,6520.02223067,2419.04817621,8.81615599,16098.44444444,11725,3.20549698,5.27101818501274,0.292834343611819,7.02802424668365,6.14952121584819,0.585668687223638,1.46417171805909,4.6853494977891,0.878503030835456,0.292834343611819,NA,NA,84855.193417084,3433.48267884858,3389.5575273068,43.9251515417728,80350.5227093033,4504.67070778061,5.27101818501274
"Hevesi","Heves",2018,0,960.16146517,67.3,933,89,20.3353402256149,47.5836222130177,"magas",0,0,3165.87789177,2589.72926894,9.07514451,14994.5,12057,3.64282566,5.31145799521969,0.295080999734427,7.6721059930951,6.19670099442297,0.590161999468854,1.47540499867214,4.72129599575083,0.885242999203281,0.295080999734427,NA,NA,79642.6569093216,3557.79161379799,3491.39838885774,66.3932249402461,78029.4490837735,1613.20782554811,5.90161999468854
"Hevesi","Heves",2019,2.06465314,1071.23050354,68.5,925,88,20.3353402256149,47.5836222130177,"magas",0,0,2834.4738084,2044.00660689,9.35860058,15662.45714286,12099,4.36108229,5.01194021050149,0.294820012382441,7.07568029717857,6.19122026003125,0.589640024764881,1.4741000619122,4.71712019811905,1.17928004952976,0.294820012382441,NA,NA,80808.1016539403,3567.02732981515,3448.50968483741,118.517644977741,79029.7473392494,1778.35431469088,6.19122026003125
"Hevesi","Heves",2020,2.06758034,1114.13179964,69.1,695,80,20.3353402256149,47.5836222130177,"alacsony",0,0,2652.41020794,1547.731569,9.78614458,15612.5,10885,4.69219355,4.43878909833397,0.295919273222265,6.80614328411209,6.21430473766756,0.59183854644453,1.47959636611132,4.73470837155624,1.77551563933359,0.295919273222265,NA,NA,73920.6344509218,3221.08128902435,3066.61142840233,154.469860622022,72901.4884739443,1019.14597697748,5.9183854644453
"Hevesi","Heves",2021,3.86438965,1210.67337834,69.6,795,69,20.3353402256149,47.5836222130177,"alacsony",0,0,1866.79746139,1284.16640656,9.90963855,16839.65517241,11510,6.26192385,4.18060200668896,0.298614429049212,7.46536072623029,6.27090301003344,0.597228858098423,1.49307214524606,4.77783086478739,2.09030100334448,0.298614429049212,9658.9823220258,197.682752030578,82573.1605351171,3634.734830387,3291.32823698041,145.723841376015,72012.6612517917,901.51696129957,5.67367415193502
"Hódmezővásárhelyi","Csongrád-Csanád",2012,3.71931565,677.78479305,55.4,336,0,20.384359919417,46.4438953532222,"nincs",1,0,5357.58563281,3568.7719174,11.0523416,NA,NA,5.94592532,5.34149989317,1.78049996439,5.697599886048,5.519549889609,1.78049996439,4.985399900292,0.534149989317,0.178049996439,NA,NA,NA,56515.2054696959,14135.2111672958,13242.8245851435,892.386582152268,53765.9354746813,2749.2699950146,4.807349903853
"Hódmezővásárhelyi","Csongrád-Csanád",2013,1.96993168,707.54786316,56.2,397,0,20.384359919417,46.4438953532222,"nincs",1,0,2881.47279256,1923.36965768,10.44854881,NA,NA,6.09938068,5.22381338377015,1.80131495992074,5.5840763757543,5.5840763757543,1.80131495992074,5.04368188777808,0.540394487976223,0.360262991984148,NA,NA,NA,58339.728001441,13938.2148968747,13069.4406917049,868.774205169774,55660.4521300549,2679.27587138611,4.50328739980185
"Hódmezővásárhelyi","Csongrád-Csanád",2014,3.80231579,760.99303809,62.4,478,0,20.384359919417,46.4438953532222,"nincs",1,0,2938.64691877,2074.97804615,10.49340369,NA,NA,6.10117096,5.27810133954572,1.82003494467094,6.00611531741409,5.64210832847991,1.82003494467094,5.09609784507863,0.546010483401281,0.364006988934188,NA,NA,NA,59814.7204426325,13956.3919627257,13303.5454280722,652.846534653465,56901.9365171811,2912.78392545137,4.73209085614444
"Hódmezővásárhelyi","Csongrád-Csanád",2015,4.39017698,826.82739985,63.1,496,0,20.384359919417,46.4438953532222,"nincs",1,0,2202.40545114,1582.29295285,10.11764706,11167.72413793,7672.7,6.48325713,5.33176444632384,1.8385394642496,6.25103417844864,5.69947233917376,1.8385394642496,5.14791049989888,0.55156183927488,0.36770789284992,NA,NA,NA,59543.6745049732,14106.5617473479,13511.7942306632,594.767516684746,57325.844349249,2217.83015572429,4.78020260704896
"Hódmezővásárhelyi","Csongrád-Csanád",2016,3.1411968,916.57284097,67.3,301,0,20.384359919417,46.4438953532222,"nincs",1,0,2758.709892,1716.57166086,9.95128205,10938.61016949,7404.6,7.13063107,5.57123755756945,1.85707918585648,6.1283613133264,5.57123755756945,1.85707918585648,5.01411380181251,0.557123755756946,NA,NA,NA,NA,59925.9025404843,13750.9285395929,13255.645520725,495.283018867925,57786.1759025405,2139.72663794384,5.01411380181251
"Hódmezővásárhelyi","Csongrád-Csanád",2017,4.84798762,1040.58162104,67.4,478,0,20.384359919417,46.4438953532222,"nincs",1,0,1845.96451646,1318.27971024,9.80939948,10267.13333333,7297.68421053,7.55379088,5.61661018853088,1.68498305655926,5.61661018853088,5.61661018853088,1.87220339617696,5.05494916967779,0.561661018853088,NA,0.187220339617696,NA,NA,57666.485687005,12979.6117050156,12517.3646864995,462.247018516092,56010.5217830865,1655.96390391852,5.05494916967779
"Hódmezővásárhelyi","Csongrád-Csanád",2018,8.27277599,1182.76742916,68.2,509,0,20.384359919417,46.4438953532222,"nincs",1,0,1786.16754252,1020.93576377,9.79527559,10309.66666667,7242.94736842,9.27514376,5.66465256797583,1.88821752265861,6.60876132930514,5.66465256797583,1.88821752265861,5.09818731117825,0.566465256797583,NA,NA,NA,NA,58400.6797583082,12992.4471299094,12631.0422960725,361.404833836858,56824.7734138973,1575.90634441088,5.09818731117825
"Hódmezővásárhelyi","Csongrád-Csanád",2019,8.90134657,1335.59087076,69.3,623,0,20.384359919417,46.4438953532222,"nincs",1,0,1045.43474555,571.95886442,9.91269841,10384.96666667,6996.2,11.12890525,5.69887162341856,1.89962387447285,6.26875878576042,5.69887162341856,1.89962387447285,5.12898446107671,0.569887162341856,NA,NA,NA,NA,59182.5918468143,13290.148550587,12917.0624216405,373.086128946469,57737.9278902777,1444.66395653661,5.31894684852399
"Hódmezővásárhelyi","Csongrád-Csanád",2020,11.82912636,1413.66909823,70.6,569,0,20.384359919417,46.4438953532222,"nincs",1,0,952.05387976,581.91670006,9.58762887,10369.38983051,6398.10526316,12.1886025,5.55725892994021,1.7246665644642,6.32377740303541,5.74888854821401,1.916296182738,5.17399969339261,0.574888854821401,0.1916296182738,0.1916296182738,NA,NA,58618.9253411007,11647.6314579181,11483.0216158209,164.609842097195,57542.1585160202,1076.76682508048,5.36562931166641
"Hódmezővásárhelyi","Csongrád-Csanád",2021,4.62093863,1614.49031163,73.5,706,0,20.384359919417,46.4438953532222,"nincs",1,0,1118.65222623,589.16967509,9.17617866,10409.79310345,4191.36842105,14.79348716,5.61026097386392,1.93457274960825,6.9644618985897,5.80371824882475,1.93457274960825,5.22334642394227,0.580371824882475,0.193457274960825,NA,11588.8645992533,6752.43272523263,69990.5205935269,14455.5144996228,7575.01305836606,128.068716024066,57442.3013677429,959.354626530731,5.4168036989031
"Ibrányi","Szabolcs-Szatmár-Bereg",2012,0.83545679,485.55448744,50,275,0,21.6684411255428,48.1368433417693,"nincs",0,0,2698.52541877,1992.5644346,12.06666667,NA,NA,2.79689294,5.0314465408805,1.25786163522013,5.45073375262055,5.0314465408805,1.25786163522013,2.09643605870021,2.93501048218029,NA,NA,NA,NA,70967.714884696,10098.9517819707,9864.57023060797,234.381551362683,69415.9329140461,1551.7819706499,5.0314465408805
"Ibrányi","Szabolcs-Szatmár-Bereg",2013,2.52360623,516.26068569,51.4,363,0,21.6684411255428,48.1368433417693,"nincs",0,0,2527.8122437,1976.82488276,11.06217617,NA,NA,2.61707447,4.64115438167166,1.26576937681954,5.06307750727817,5.06307750727817,1.26576937681954,2.10961562803257,2.9534618792456,0.421923125606515,NA,NA,NA,67518.6700983081,10682.2496941057,10471.7100544281,210.539639677651,66414.9192017215,1103.75089658664,5.48500063288469
"Ibrányi","Szabolcs-Szatmár-Bereg",2014,2.11931758,577.17205053,55.1,336,0,21.6684411255428,48.1368433417693,"nincs",0,0,2085.40849846,1623.39726608,10.91370558,NA,NA,2.48702955,4.68404019758133,1.27746550843127,5.9615057060126,5.10986203372509,1.27746550843127,2.12910918071879,2.9807528530063,0.425821836143757,NA,NA,NA,71101.6010901039,11112.6724578436,10677.9083631409,434.764094702776,70203.5428376767,898.058252427184,5.53568386986885
"Ibrányi","Szabolcs-Szatmár-Bereg",2015,3.4220207,624.89492394,57.1,394,0,21.6684411255428,48.1368433417693,"nincs",0,0,2613.56831209,2194.37077594,10.8556701,16143.45454545,8262.66666667,2.57425017,4.72671020969405,1.28910278446201,5.58611206600206,5.15641113784806,1.28910278446201,2.14850464077002,3.00790649707803,0.429700928154005,NA,NA,NA,76305.4314197319,10651.4266070815,10495.0154692334,156.411137848058,75430.9900309385,874.4413887934,4.72671020969405
